,id,name,latitude,longitude,capacity,num_bikes_available,num_bikes_disabled
297,3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,27,5,0
298,3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,31,4,0
299,3165,Central Park West & W 72 St,40.77579377,-73.97620574,51,24,3
300,3002,South End Ave & Liberty St,40.711512,-74.015756,25,18,1
301,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,31,8,0
302,480,W 53 St & 10 Ave,40.76669671,-73.99061728,27,2,0
303,433,E 13 St & Avenue A,40.72955361,-73.98057249,39,1,1
304,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,33,8,1
305,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,31,3,0
306,3284,E 88 St & Park Ave,40.7814107,-73.95595908,38,3,0
307,3364,Carroll St & 5 Ave,40.6751622,-73.9814832,27,0,0
308,3430,Richardson St & N Henry St,40.71907891,-73.9422369,19,0,0
309,223,W 13 St & 7 Ave,40.73781509,-73.99994661,33,10,0
310,305,E 58 St & 3 Ave,40.76095756,-73.96724467,33,25,2
311,392,Jay St & Tech Pl,40.695065,-73.987167,35,30,0
312,401,Allen St & Rivington St,40.72019576,-73.98997825,42,4,0
313,3136,5 Ave & E 63 St,40.766368,-73.971518,47,38,1
314,362,Broadway & W 37 St,40.75172632,-73.98753523,57,14,0
315,3169,Riverside Dr & W 82 St,40.78720869,-73.98128127,39,0,0
316,445,E 10 St & Avenue A,40.72740794,-73.98142006,54,2,1
317,3156,E 72 St & York Ave,40.76663814,-73.95348296,39,13,3
318,402,Broadway & E 22 St,40.7403432,-73.98955109,39,8,1
319,439,E 4 St & 2 Ave,40.7262807,-73.98978041,39,2,2
320,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,28,25,1
321,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,39,0,2
322,3317,10 St & 5 Ave,40.6686273,-73.98700053,24,5,0
323,309,Murray St & West St,40.7149787,-74.013012,41,19,3
324,3309,E 97 St & 3 Ave,40.7859201,-73.94860294,30,15,0
325,291,Madison St & Montgomery St,40.713126,-73.984844,20,2,0
326,3344,Pioneer St & Van Brunt St,40.679043,-74.011169,19,6,0
327,393,E 5 St & Avenue C,40.72299208,-73.97995466,31,0,1
328,3368,5 Ave & 3 St,40.6728155,-73.98352355,30,9,1
329,3394,Columbia St & W 9 St,40.6769993,-74.00647134,21,16,2
330,150,E 2 St & Avenue C,40.7208736,-73.98085795,31,0,1
331,3232,Bond St & Fulton St,40.68962189,-73.98304269,31,13,2
332,3145,E 84 St & Park Ave,40.77862688,-73.95772073,45,5,0
333,3310,14 St & 7 Ave,40.663779,-73.98396846,24,0,0
334,3088,Union Ave & Jackson St,40.7160751,-73.952029,19,1,0
335,3139,E 72 St & Park Ave,40.77118288,-73.96409422,43,5,0
336,3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,30,1,0
337,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,23,4,0
338,462,W 22 St & 10 Ave,40.74691959,-74.00451887,47,2,2
339,388,W 26 St & 10 Ave,40.74971775,-74.00295035,35,26,3
340,3137,5 Ave & E 73 St,40.77282817,-73.96685276,31,13,0
341,3140,1 Ave & E 78 St,40.77140426,-73.9535166,55,15,1
342,128,MacDougal St & Prince St,40.72710258,-74.00297088,30,25,4
343,320,Leonard St & Church St,40.717571,-74.005549,39,13,0
344,3387,E 106 St & Madison Ave,40.7934337,-73.94945003,25,21,0
345,276,Duane St & Greenwich St,40.71748752,-74.0104554,25,18,1
346,152,Warren St & Church St,40.71473993,-74.00910627,29,7,1
347,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,36,21,1
348,217,Old Fulton St,40.70277159,-73.99383605,39,20,2
349,119,Park Ave & St Edwards St,40.69608941,-73.97803415,19,7,0
350,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,23,4,1
351,3109,Banker St & Meserole Ave,40.72606,-73.95621,31,0,1
352,3345,Madison Ave & E 99 St,40.78948542,-73.95242929,35,32,1
353,293,Lafayette St & E 8 St,40.73020661,-73.99102628,55,28,1
354,259,South St & Whitehall St,40.70122128,-74.01234218,39,10,3
355,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,19,1,0
356,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,29,11,1
357,3403,4 Ave & 9 St,40.6705135,-73.98876585,31,18,1
358,3255,8 Ave & W 31 St,40.75058535,-73.99468482,19,8,1
359,3391,E 106 St & 1 Ave,40.7892529,-73.93956237,25,21,0
360,2012,E 27 St & 1 Ave,40.739445,-73.976806,36,21,1
361,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,23,11,0
362,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,23,18,0
363,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,30,1,1
364,257,Lispenard St & Broadway,40.71939226,-74.00247214,39,32,1
365,3166,Riverside Dr & W 72 St,40.78057799,-73.98562431,41,2,0
366,332,Cherry St,40.71219906,-73.97948148,24,3,0
367,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,27,2,1
368,311,Norfolk St & Broome St,40.7172274,-73.98802084,31,8,1
369,3348,Coffey St & Conover St,40.677236,-74.015665,19,11,2
370,251,Mott St & Prince St,40.72317958,-73.99480012,27,11,0
371,3177,W 84 St & Broadway,40.7867947,-73.977112,63,56,0
372,3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,23,5,1
373,3125,45 Rd & 11 St,40.74708586,-73.94977234,23,21,0
374,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,67,4,3
375,164,E 47 St & 2 Ave,40.75323098,-73.97032517,47,16,0
376,3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,23,5,0
377,534,Water - Whitehall Plaza,40.70255065,-74.0127234,31,20,1
378,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,39,6,2
379,297,E 15 St & 3 Ave,40.734232,-73.986923,27,6,0
380,3282,5 Ave & E 88 St,40.78307,-73.95939,38,5,0
381,412,Forsyth St & Canal St,40.7158155,-73.99422366,29,3,1
382,282,Kent Ave & S 11 St,40.70764494,-73.96841526,27,11,1
383,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,23,7,1
384,3178,Riverside Dr & W 78 St,40.78414472,-73.98362492,39,2,1
385,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,23,1,0
386,317,E 6 St & Avenue B,40.72453734,-73.98185424,27,1,3
387,3411,Bond St & Bergen St,40.6849668,-73.98620772,27,12,0
388,174,E 25 St & 1 Ave,40.7381765,-73.97738662,30,0,0
389,446,W 24 St & 7 Ave,40.74487634,-73.99529885,39,4,0
390,441,E 52 St & 2 Ave,40.756014,-73.967416,35,4,1
391,326,E 11 St & 1 Ave,40.72953837,-73.98426726,27,2,1
392,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,35,1,0
393,3422,Columbia St & Degraw St,40.6859296,-74.00242364,21,5,1
394,3329,Degraw St & Smith St,40.6829151,-73.99318208,27,0,0
395,3436,Greenwich St & Hubert St,40.721319,-74.010065,31,0,0
396,330,Reade St & Broadway,40.71450451,-74.00562789,39,22,0
397,495,W 47 St & 10 Ave,40.76269882,-73.99301222,25,2,0
398,3637,Fulton St & Waverly Ave,40.68323865,-73.96599591,31,3,0
399,3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,24,6,0
400,3068,Humboldt St & Varet St,40.7031724,-73.940636,24,4,0
401,3401,2 Ave & 9 St,40.6724811,-73.99331394,19,7,1
402,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,39,1,0
403,461,E 20 St & 2 Ave,40.73587678,-73.98205027,39,0,0
404,3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,23,2,0
405,453,W 22 St & 8 Ave,40.74475148,-73.99915362,39,1,1
406,3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,20,3,0
407,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,45,26,0
408,400,Pitt St & Stanton St,40.71926081,-73.98178024,15,0,0
409,3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,31,10,0
410,3417,Baltic St & 5 Ave,40.6795766,-73.97854971,27,4,0
411,516,E 47 St & 1 Ave,40.75206862,-73.96784384,31,6,2
412,173,Broadway & W 49 St,40.76068327,-73.98452729,51,35,1
413,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,19,3,1
414,3330,Henry St & Bay St,40.6725058,-74.00494695,19,11,0
415,3404,7 St & 5 Ave,40.6704922,-73.98541675,27,4,0
416,473,Rivington St & Chrystie St,40.72110063,-73.9919254,38,4,2
417,3158,W 63 St & Broadway,40.77163851,-73.98261428,31,2,1
418,418,Front St & Gold St,40.70224,-73.982578,23,10,1
419,3435,Grand St & Elizabeth St,40.718822,-73.99596,45,12,1
420,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,23,2,0
421,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,39,4,0
422,360,William St & Pine St,40.70717936,-74.00887308,39,6,1
423,3123,31 St & Thomson Ave,40.74469738,-73.93540375,27,7,0
424,359,E 47 St & Park Ave,40.75510267,-73.97498696,55,34,0
425,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,35,34,0
426,3141,1 Ave & E 68 St,40.76500525,-73.95818491,59,42,1
427,388,W 26 St & 10 Ave,40.74971775,-74.00295035,35,26,3
428,523,W 38 St & 8 Ave,40.75466591,-73.99138152,51,18,1
429,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,33,9,0
430,454,E 51 St & 1 Ave,40.75455731,-73.96592976,35,4,0
431,3288,E 88 St & 1 Ave,40.778301,-73.9488134,39,20,0
432,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,62,25,3
433,372,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,27,5,0
434,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,31,15,1
435,3409,Bergen St & Smith St,40.6867443,-73.99063168,35,35,0
436,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,40,32,0
437,3135,E 75 St & 3 Ave,40.77112927,-73.95772297,41,24,1
438,3303,Butler St & Court St,40.6849894,-73.99440329,25,12,0
439,3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,19,8,0
440,339,Avenue D & E 12 St,40.72580614,-73.97422494,24,10,1
441,3131,E 68 St & 3 Ave,40.7671284,-73.96224618,31,3,0
442,537,Lexington Ave & E 24 St,40.74025878,-73.98409214,39,21,0
443,261,Johnson St & Gold St,40.69474881,-73.98362464,27,8,0
444,3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056,21,11,0
445,3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,21,4,0
446,3322,12 St & 4 Ave,40.668603,-73.9904394,17,9,0
447,3399,7 St & 3 Ave,40.67260298,-73.98983002,24,15,1
448,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,27,15,0
449,485,W 37 St & 5 Ave,40.75038009,-73.98338988,39,19,0
450,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,34,29,2
451,408,Market St & Cherry St,40.71076228,-73.99400398,23,1,0
452,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,31,2,0
453,3376,E 65 St & 2 Ave,40.76471852,-73.9622207,39,2,0
454,546,E 30 St & Park Ave S,40.74444921,-73.98303529,38,16,2
455,3242,Schermerhorn St & Court St,40.69102926,-73.99183363,39,15,0
456,3163,Central Park West & W 68 St,40.7734066,-73.97782542,43,26,0
457,341,Stanton St & Mangin St,40.71782143,-73.97628939,19,6,1
458,3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,19,11,0
459,3384,Smith St & 3 St,40.6787242,-73.99599099,25,0,1
460,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,31,12,2
461,144,Nassau St & Navy St,40.69839895,-73.98068914,19,5,1
462,238,Bank St & Washington St,40.7361967,-74.00859207,31,3,1
463,345,W 13 St & 6 Ave,40.73649403,-73.99704374,35,12,3
464,3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,21,1,0
465,3412,Pacific St & Nevins St,40.6853761,-73.98302136,18,1,1
466,3476,Norman Ave & Leonard St,40.72576997,-73.9507395,3,0,3
467,3116,Huron St & Franklin St,40.73266,-73.95826,45,4,0
468,376,John St & William St,40.70862144,-74.00722156,43,9,1
469,458,11 Ave & W 27 St,40.751396,-74.005226,31,28,1
470,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,36,16,0
471,3302,Columbus Ave & W 103 St,40.7969347,-73.96434123,22,6,1
472,3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,33,10,0
473,3290,E 89 St & York Ave,40.7779453,-73.946041,35,22,0
474,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,27,19,0
475,3132,E 59 St & Madison Ave,40.76350532,-73.97109243,35,33,2
476,3117,Franklin St & Dupont St,40.73564,-73.95866,27,1,0
477,481,S 3 St & Bedford Ave,40.71260486,-73.96264403,25,1,1
478,278,Concord St & Bridge St,40.69766564,-73.98476437,19,9,0
479,3416,7 Ave & Park Pl,40.6776147,-73.97324283,0,0,0
480,3243,E 58 St & 1 Ave,40.75892386,-73.96226227,29,1,1
481,470,W 20 St & 8 Ave,40.74345335,-74.00004031,37,3,0
482,3238,E 80 St & 2 Ave,40.7739139,-73.95439535,37,1,0
483,411,E 6 St & Avenue D,40.72228087,-73.97668709,23,0,1
484,267,Broadway & W 36 St,40.75097711,-73.98765428,57,4,0
485,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,23,22,1
486,3375,3 Ave & E 72 St,40.7699426,-73.96060712,35,10,0
487,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,51,31,1
488,3047,Halsey St & Tompkins Ave,40.6823687,-73.944118,21,0,0
489,79,Franklin St & W Broadway,40.71911552,-74.00666661,33,30,3
490,3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,33,30,0
491,417,Barclay St & Church St,40.71291224,-74.01020234,23,13,1
492,3327,3 Ave & E 100 St,40.7877214,-73.94728331,27,14,0
493,3341,Central Park West & W 102 St,40.795346,-73.96186,41,7,1
494,407,Henry St & Poplar St,40.700469,-73.991454,37,3,0
495,389,Broadway & Berry St,40.71044554,-73.96525063,27,2,0
496,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,19,4,0
497,248,Laight St & Hudson St,40.72185379,-74.00771779,23,13,2
498,328,Watts St & Greenwich St,40.72405549,-74.00965965,23,7,1
499,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,25,2,0
500,536,1 Ave & E 30 St,40.74144387,-73.97536082,29,18,3
501,391,Clark St & Henry St,40.69760127,-73.99344559,31,0,0
502,3165,Central Park West & W 72 St,40.77579377,-73.97620574,51,24,3
503,501,FDR Drive & E 35 St,40.744219,-73.97121214,43,4,0
504,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,23,4,0
505,520,W 52 St & 5 Ave,40.75992262,-73.97648516,39,34,0
506,3324,3 Ave & 14 St,40.6685455,-73.99333264,25,3,0
507,2010,Grand St & Greene St,40.72165481,-74.00234737,39,18,0
508,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,51,45,1
509,3378,E 76 St & Park Ave,40.773763,-73.96222088,28,17,0
510,3396,Clinton St & 4 Place,40.6783563,-74.00014502,25,0,0
511,3259,9 Ave & W 28 St,40.74937024,-73.99923384,27,2,2
512,265,Stanton St & Chrystie St,40.72229346,-73.99147535,35,2,3
513,3059,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,19,1,0
514,3463,E 16 St & Irving Pl,40.73536706,-73.98797393,37,6,0
515,168,W 18 St & 6 Ave,40.73971301,-73.99456405,47,31,1
516,3386,1 Pl & Clinton St,40.6809591,-73.99905709,27,1,0
517,3289,W 90 St & Amsterdam Ave,40.79017948,-73.97288919,32,1,1
518,361,Allen St & Hester St,40.71605866,-73.99190759,43,5,0
519,519,Pershing Square North,40.751873,-73.977706,61,17,1
520,212,W 16 St & The High Line,40.74334935,-74.00681753,28,14,0
521,3144,E 81 St & Park Ave,40.77677702,-73.9590097,46,4,0
522,167,E 39 St & 3 Ave,40.7489006,-73.97604882,45,16,3
523,387,Centre St & Chambers St,40.71273266,-74.0046073,39,22,0
524,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,25,1,0
525,315,South St & Gouverneur Ln,40.70355377,-74.00670227,9,6,1
526,383,Greenwich Ave & Charles St,40.735238,-74.000271,39,6,0
527,456,E 53 St & Madison Ave,40.7597108,-73.97402311,35,33,0
528,524,W 43 St & 6 Ave,40.75527307,-73.98316936,55,34,2
529,518,E 39 St & 2 Ave,40.74780373,-73.9734419,39,3,0
530,3307,West End Ave & W 94 St,40.7941654,-73.974124,31,2,0
531,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,39,37,1
532,3124,46 Ave & 5 St,40.74731,-73.95451,27,22,0
533,3134,3 Ave & E 62 St,40.76312584,-73.96526895,51,4,0
534,363,West Thames St,40.70834698,-74.01713445,49,1,1
535,3392,Commerce St & Van Brunt St,40.6812117,-74.00860912,19,9,1
536,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,43,11,1
537,268,Howard St & Centre St,40.71910537,-73.99973337,27,17,0
538,471,Grand St & Havemeyer St,40.71286844,-73.95698119,31,4,0
539,3073,Division Ave & Hooper St,40.70691254,-73.95441667,27,8,0
540,312,Allen St & Stanton St,40.722055,-73.989111,31,0,0
541,3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,30,19,0
542,3388,President St & Henry St,40.6828003,-73.99990419,25,3,0
543,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,27,15,1
544,3355,E 66 St & Madison Ave,40.76800889,-73.96845281,25,7,0
545,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,43,11,1
546,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,23,0,0
547,3081,Graham Ave & Grand St,40.711863,-73.944024,23,2,0
548,3105,N 15 St & Wythe Ave,40.724055,-73.955736,24,3,1
549,127,Barrow St & Hudson St,40.73172428,-74.00674436,31,3,3
550,3052,Lewis Ave & Madison St,40.686312,-73.935775,23,0,0
551,430,York St & Jay St,40.7014851,-73.98656928,27,11,0
552,3398,Smith St & 9 St,40.6746957,-73.99785768,23,0,0
553,3071,Boerum St & Broadway,40.70538077,-73.94976519,19,3,0
554,3414,Bergen St & Flatbush Ave,40.68094472,-73.97567332,33,6,1
555,487,E 20 St & FDR Drive,40.73314259,-73.97573881,36,2,1
556,2001,Sands St & Navy St,40.699773,-73.979927,15,12,1
557,2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,27,12,1
558,527,E 33 St & 2 Ave,40.744023,-73.976056,59,7,0
559,379,W 31 St & 7 Ave,40.749156,-73.9916,42,6,2
560,3377,Carroll St & Bond St,40.6786115,-73.99037292,25,12,0
561,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,31,8,0
562,3147,E 85 St & 3 Ave,40.77801203,-73.95407149,39,4,0
563,423,W 54 St & 9 Ave,40.76584941,-73.98690506,26,1,1
564,3312,1 Ave & E 94 St,40.7817212,-73.94594,39,13,0
565,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,33,4,0
566,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,31,15,1
567,72,W 52 St & 11 Ave,40.76727216,-73.99392888,39,5,0
568,280,E 10 St & 5 Ave,40.73331967,-73.99510132,31,8,0
569,304,Broadway & Battery Pl,40.70463334,-74.01361706,33,3,0
570,3091,Frost St & Meeker St,40.71764,-73.94882,31,2,0
571,3148,E 84 St & 1 Ave,40.77565541,-73.95068615,27,7,1
572,497,E 17 St & Broadway,40.73704984,-73.99009296,59,35,0
573,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,23,2,1
574,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,18,0,0
575,482,W 15 St & 7 Ave,40.73935542,-73.99931783,39,20,0
576,335,Washington Pl & Broadway,40.72903917,-73.99404649,27,27,0
577,249,Harrison St & Hudson St,40.71870987,-74.0090009,27,17,1
578,377,6 Ave & Canal St,40.72243797,-74.00566443,45,41,0
579,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,35,35,0
580,3331,Riverside Dr & W 104 St,40.8013434,-73.97114574,39,13,0
581,3333,Columbia St & Lorraine St,40.6747055,-74.0075572,21,5,2
582,3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,30,2,0
583,3295,Central Park W & W 96 St,40.79127,-73.964839,59,5,1
584,528,2 Ave & E 31 St,40.74290902,-73.97706058,39,1,1
585,474,5 Ave & E 29 St,40.7451677,-73.98683077,47,41,1
586,479,9 Ave & W 45 St,40.76019252,-73.9912551,31,12,2
587,3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,24,1,0
588,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,30,7,0
589,490,8 Ave & W 33 St,40.751551,-73.993934,59,2,5
590,2003,1 Ave & E 18 St,40.73381219,-73.98054421,39,1,1
591,3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977,19,0,0
592,3434,W 88 St & West End Ave,40.79025417,-73.9771834,35,4,0
